NO. INTERVAL,INTERVAL RANGE,DATE,HEAD,COMMENT,TEST RESULT,CHANGES LINK
9,10/02/2019-18/02/2019,Feb 18 2019,3a4eacdac8ea921ed9b32d0e5dab18cf4b6d9d2a,    Prevent setMaxFrame from truncating the last frame. (#1126),completed: 258 skipped: 4 failures: 232 errors: 0,https://github.com/airbnb/lottie-android/commit/3a4eacdac8ea921ed9b32d0e5dab18cf4b6d9d2a
9,10/02/2019-18/02/2019,Feb 17 2019,6078d2f47710cc3820348c77fb6e2074a8847fee,    Fix not animating the first time (#1125),completed: 258 skipped: 4 failures: 232 errors: 0,https://github.com/airbnb/lottie-android/commit/6078d2f47710cc3820348c77fb6e2074a8847fee
9,10/02/2019-18/02/2019,Feb 16 2019,2ca335a47fc97835b7c3ceaf44301b13e2bc0283,    Support animations without end values in each keyframe (#1104),completed: 258 skipped: 4 failures: 232 errors: 0,https://github.com/airbnb/lottie-android/commit/2ca335a47fc97835b7c3ceaf44301b13e2bc0283
9,10/02/2019-18/02/2019,Feb 16 2019,5f8f4861868fa578238a4cc05034fba1b1bfb7f3,    Allow multiple trim paths to operate on the same content (#1103),completed: 258 skipped: 4 failures: 232 errors: 0,https://github.com/airbnb/lottie-android/commit/5f8f4861868fa578238a4cc05034fba1b1bfb7f3
9,10/02/2019-18/02/2019,Feb 16 2019,a38bff9372c36109caf3a9e66484764c37e194e0,    Add information while waiting for jobs to finish (#1120),completed: 258 skipped: 4 failures: 232 errors: 0,https://github.com/airbnb/lottie-android/commit/a38bff9372c36109caf3a9e66484764c37e194e0
9,10/02/2019-18/02/2019,Feb 16 2019,3bfcc3ded8642bec338ee98d5e46f9581eb890e8,    Updated issue template,completed: 258 skipped: 4 failures: 232 errors: 0,https://github.com/airbnb/lottie-android/commit/3bfcc3ded8642bec338ee98d5e46f9581eb890e8
9,10/02/2019-18/02/2019,Feb 15 2019,779d389678c5b9d86da7a6cbf94175f45e32d57b,    Cleanup travis.yml (#1117),completed: 258 skipped: 4 failures: 232 errors: 0,https://github.com/airbnb/lottie-android/commit/779d389678c5b9d86da7a6cbf94175f45e32d57b
10,2/02/2019-10/02/2019,Feb 10 2019,2a73d550e6845d34a70a8db6998e41d40aab822e,    Added support for markers (#1105),completed: 258 skipped: 4 failures: 232 errors: 0,https://github.com/airbnb/lottie-android/commit/2a73d550e6845d34a70a8db6998e41d40aab822e
10,2/02/2019-10/02/2019,Feb 2 2019,a6d4f34c10c14c7c87c91cd851a997f915984b7f,    Pause Lottie when visibility changes (#1098),completed: 252 skipped: 4 failures: 226 errors: 0,https://github.com/airbnb/lottie-android/commit/a6d4f34c10c14c7c87c91cd851a997f915984b7f
11,6/11/2018-2/02/2019,Feb 2 2019,f970d3a8947e2f5eeaf8c852ec3648137f343732,    Close JsonReader after parsing (#1101),completed: 258 skipped: 4 failures: 232 errors: 0,https://github.com/airbnb/lottie-android/commit/f970d3a8947e2f5eeaf8c852ec3648137f343732
11,6/11/2018-2/02/2019,Feb 2 2019,b412da75fa257883315d6449e8f2672cba54e02f,    Switch from happo to bitrise git branch (#1099),completed: 252 skipped: 4 failures: 226 errors: 0,https://github.com/airbnb/lottie-android/commit/b412da75fa257883315d6449e8f2672cba54e02f
11,6/11/2018-2/02/2019,Jan 7 2019,3c0df996cbf5afbac380f4974bf668c33cc8e818,    v3.0.0-beta1,completed: 248 skipped: 4 failures: 222 errors: 0,https://github.com/airbnb/lottie-android/commit/3c0df996cbf5afbac380f4974bf668c33cc8e818
11,6/11/2018-2/02/2019,Jan 4 2019,88bed53078a691b2f0b1eafb3d32071ab5cdb779,    New RenderMode API (#1072),completed: 248 skipped: 4 failures: 222 errors: 0,https://github.com/airbnb/lottie-android/commit/88bed53078a691b2f0b1eafb3d32071ab5cdb779
11,6/11/2018-2/02/2019,Dec 20 2018,e8f4f381b3760a58cfae407a9e0801f910f1ed58,    Remove decrypt step from Travis,completed: 248 skipped: 4 failures: 222 errors: 0,https://github.com/airbnb/lottie-android/commit/e8f4f381b3760a58cfae407a9e0801f910f1ed58
11,6/11/2018-2/02/2019,Dec 19 2018,0ffb71613661ff27ba2989f3f21cb523f11cfef0,    Disabled travis (#1065),completed: 248 skipped: 4 failures: 222 errors: 0,https://github.com/airbnb/lottie-android/commit/0ffb71613661ff27ba2989f3f21cb523f11cfef0
11,6/11/2018-2/02/2019,Dec 18 2018,a9dcdf8d0ce8dc56b0f3f2e6a1b619fcde93207f,    Skip listeners based on keyframes (#1061),completed: 248 skipped: 4 failures: 222 errors: 0,https://github.com/airbnb/lottie-android/commit/a9dcdf8d0ce8dc56b0f3f2e6a1b619fcde93207f
11,6/11/2018-2/02/2019,Dec 16 2018,3612a1c7150d3b16232f2dfe4546fbc0ddd7cefb,    Ensure animator updates when a new composition is set,completed: 248 skipped: 4 failures: 222 errors: 0,https://github.com/airbnb/lottie-android/commit/3612a1c7150d3b16232f2dfe4546fbc0ddd7cefb
11,6/11/2018-2/02/2019,Dec 15 2018,fa7625a426a1a4c6cf751243e636a1f54387c676,    Added 4 lottiefiles tests (#1053),completed: 248 skipped: 4 failures: 222 errors: 0,https://github.com/airbnb/lottie-android/commit/fa7625a426a1a4c6cf751243e636a1f54387c676
11,6/11/2018-2/02/2019,Dec 15 2018,72943d883bfae22fd42d61ef0de3dba887676c87,    Flipped equality check (#1050),completed: 248 skipped: 4 failures: 222 errors: 0,https://github.com/airbnb/lottie-android/commit/72943d883bfae22fd42d61ef0de3dba887676c87
11,6/11/2018-2/02/2019,Dec 15 2018,ca28d432eefc335f6228af0922858366ddc1763d,    Optimize start and end progress (#1049),completed: 248 skipped: 4 failures: 222 errors: 0,https://github.com/airbnb/lottie-android/commit/ca28d432eefc335f6228af0922858366ddc1763d
11,6/11/2018-2/02/2019,Dec 15 2018,7d025d039b473971632973d7668d87137c4c3620,    Optimize invalidateSelf (#1047),completed: 248 skipped: 4 failures: 222 errors: 0,https://github.com/airbnb/lottie-android/commit/7d025d039b473971632973d7668d87137c4c3620
11,6/11/2018-2/02/2019,Dec 15 2018,fc64b267046a7559f12bfc1fd311e9e91beada2b,    Created LPaint (#1045),completed: 248 skipped: 4 failures: 222 errors: 0,https://github.com/airbnb/lottie-android/commit/fc64b267046a7559f12bfc1fd311e9e91beada2b
11,6/11/2018-2/02/2019,Dec 15 2018,75504741d5f24ead3b13652c2543a1229c14708c,    Add a default gradient fill type (#1042),completed: 248 skipped: 4 failures: 222 errors: 0,https://github.com/airbnb/lottie-android/commit/75504741d5f24ead3b13652c2543a1229c14708c
11,6/11/2018-2/02/2019,Dec 14 2018,826503b3071f39f4f3dff8ac2d523dcbb382c12b,    Annotate fetchBitmap as @Nullable (#1037),completed: 248 skipped: 4 failures: 222 errors: 0,https://github.com/airbnb/lottie-android/commit/826503b3071f39f4f3dff8ac2d523dcbb382c12b
11,6/11/2018-2/02/2019,Dec 12 2018,ef330316af45ea383732ed9e0c183a8b171ca190,    Removed most object allocations during playback (#1033),completed: 248 skipped: 4 failures: 222 errors: 0,https://github.com/airbnb/lottie-android/commit/ef330316af45ea383732ed9e0c183a8b171ca190
11,6/11/2018-2/02/2019,Dec 11 2018,366206a3113c8639e971f7332141faac8dca2d9a,    Added prod animations from S3 (#1031),completed: 248 skipped: 4 failures: 222 errors: 0,https://github.com/airbnb/lottie-android/commit/366206a3113c8639e971f7332141faac8dca2d9a
11,6/11/2018-2/02/2019,Dec 9 2018,0a980ac7a1220539b444e9854f2d64c51018c191,    Added a bunch of lottiefiles animations as tests (#1026),completed: 248 skipped: 4 failures: 222 errors: 0,https://github.com/airbnb/lottie-android/commit/0a980ac7a1220539b444e9854f2d64c51018c191
11,6/11/2018-2/02/2019,Dec 9 2018,c30a2acdc7e1499e0c1e2e94e40bc0ea9338bba8,"    Added support for hidden layers (""hd"" property) (#1024)",completed: 248 skipped: 4 failures: 222 errors: 0,https://github.com/airbnb/lottie-android/commit/c30a2acdc7e1499e0c1e2e94e40bc0ea9338bba8
11,6/11/2018-2/02/2019,Nov 27 2018,8442c814baf89bfbcaff1ddfdb14cbc04ec0dbf1,    Added an attr for speed (#1012),completed: 248 skipped: 4 failures: 222 errors: 0,https://github.com/airbnb/lottie-android/commit/8442c814baf89bfbcaff1ddfdb14cbc04ec0dbf1
11,6/11/2018-2/02/2019,Nov 7 2018,d88282489ac6c269fa82a9b72d97453f87a989b3,    Fixed the bug of ImageAssetManager.updateBitmap not return the expected result. (#982),completed: 248 skipped: 4 failures: 222 errors: 0,https://github.com/airbnb/lottie-android/commit/d88282489ac6c269fa82a9b72d97453f87a989b3
