INSERTION,DELETION,SUM,SUBTRACT,"INSERTION,DELETION,SUM,SUBTRACT",,
1,25,26,-24,"1,25,26,-24",,
0,50,50,-50,"0,50,50,-50",,
0,7,7,-7,"0,7,7,-7",,
0,1,1,-1,"0,1,1,-1",,
11,1,12,10,"11,1,12,10",,
14,1,15,13,"14,1,15,13",,
2,0,2,2,"2,0,2,2",,
1,2,3,-1,"1,2,3,-1",,
30,5,35,25,"30,5,35,25",,
5,0,5,5,"5,0,5,5",,
1,3,4,-2,"1,3,4,-2",,
23,5,28,18,"23,5,28,18",,
9,9,18,0,"9,9,18,0",,
128,0,128,128,"128,0,128,128",,
4,4,8,0,"4,4,8,0",,
64,8,72,56,"64,8,72,56",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
34,0,34,34,"34,0,34,34",,
60,0,60,60,"60,0,60,60",,
15,1,16,14,"15,1,16,14",,
4,0,4,4,"4,0,4,4",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
3,3,6,0,"3,3,6,0",,
2,0,2,2,"2,0,2,2",,
10,3,13,7,"10,3,13,7",,
4,2,6,2,"4,2,6,2",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
9,4,13,5,"9,4,13,5",,
6,2,8,4,"6,2,8,4",,
1,1,2,0,"1,1,2,0",,
2,1,3,1,"2,1,3,1",,
14,0,14,14,"14,0,14,14",,
2,1,3,1,"2,1,3,1",,
2,1,3,1,"2,1,3,1",,
29,0,29,29,"29,0,29,29",,
16,1,17,15,"16,1,17,15",,
4,2,6,2,"4,2,6,2",,
144,0,144,144,"144,0,144,144",,
132,0,132,132,"132,0,132,132",,
12,0,12,12,"12,0,12,12",,
16,0,16,16,"16,0,16,16",,
8,0,8,8,"8,0,8,8",,
30,0,30,30,"30,0,30,30",,
5,0,5,5,"5,0,5,5",,
1,1,2,0,"1,1,2,0",,
3,2,5,1,"3,2,5,1",,
12,0,12,12,"12,0,12,12",,
6,0,6,6,"6,0,6,6",,
1,1,2,0,"1,1,2,0",,
2,1,3,1,"2,1,3,1",,
2,1,3,1,"2,1,3,1",,
3,1,4,2,"3,1,4,2",,
2,1,3,1,"2,1,3,1",,
3,1,4,2,"3,1,4,2",,
1,8,9,-7,"1,8,9,-7",,
5,0,5,5,"5,0,5,5",,
2,0,2,2,"2,0,2,2",,
12,2,14,10,"12,2,14,10",,
1,0,1,1,"1,0,1,1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
5,2,7,3,"5,2,7,3",,
2,2,4,0,"2,2,4,0",,
1,1,2,0,"1,1,2,0",,
2,0,2,2,"2,0,2,2",,
1,2,3,-1,"1,2,3,-1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
7,1,8,6,"7,1,8,6",,
2,1,3,1,"2,1,3,1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
7,0,7,7,"7,0,7,7",,
16,0,16,16,"16,0,16,16",,
2,0,2,2,"2,0,2,2",,
5,0,5,5,"5,0,5,5",,
1,2,3,-1,"1,2,3,-1",,
1,2,3,-1,"1,2,3,-1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
2,1,3,1,"2,1,3,1",,
2,2,4,0,"2,2,4,0",,
2,1,3,1,"2,1,3,1",,
2,1,3,1,"2,1,3,1",,
13,72,85,-59,"13,72,85,-59",,
28,122,150,-94,"28,122,150,-94",,
50,167,217,-117,"50,167,217,-117",,
77,400,477,-323,"77,400,477,-323",,
3,136,139,-133,"3,136,139,-133",,
6,53,59,-47,"6,53,59,-47",,
116,0,116,116,"116,0,116,116",,
161,0,161,161,"161,0,161,161",,
9,1,10,8,"9,1,10,8",,
8,2,10,6,"8,2,10,6",,
266,0,266,266,"266,0,266,266",,
568,0,568,568,"568,0,568,568",,
6,1,7,5,"6,1,7,5",,
160,0,160,160,"160,0,160,160",,
91,0,91,91,"91,0,91,91",,
1,1,2,0,"1,1,2,0",,
2,1,3,1,"2,1,3,1",,
6,1,7,5,"6,1,7,5",,
2,1,3,1,"2,1,3,1",,
5,3,8,2,"5,3,8,2",,
2,1,3,1,"2,1,3,1",,
4,3,7,1,"4,3,7,1",,
3,2,5,1,"3,2,5,1",,
6,1,7,5,"6,1,7,5",,
2,1,3,1,"2,1,3,1",,
0,1,1,-1,"0,1,1,-1",,
5,0,5,5,"5,0,5,5",,
2,0,2,2,"2,0,2,2",,
4,2,6,2,"4,2,6,2",,
2,2,4,0,"2,2,4,0",,
5,0,5,5,"5,0,5,5",,
0,4,4,-4,"0,4,4,-4",,
15,0,15,15,"15,0,15,15",,
13,0,13,13,"13,0,13,13",,
5,3,8,2,"5,3,8,2",,
15,2,17,13,"15,2,17,13",,
7,0,7,7,"7,0,7,7",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
0,1,1,-1,"0,1,1,-1",,
10,0,10,10,"10,0,10,10",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
0,3,3,-3,"0,3,3,-3",,
2,1,3,1,"2,1,3,1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,0,1,1,"1,0,1,1",,
13,0,13,13,"13,0,13,13",,
0,0,0,0,"0,0,0,0",,
2,1,3,1,"2,1,3,1",,
15,2,17,13,"15,2,17,13",,
11,1,12,10,"11,1,12,10",,
9,4,13,5,"9,4,13,5",,
1,1,2,0,"1,1,2,0",,
13,13,26,0,"13,13,26,0",,
4,1,5,3,"4,1,5,3",,
1,1,2,0,"1,1,2,0",,
2,2,4,0,"2,2,4,0",,
35,0,35,35,"35,0,35,35",,
13,0,13,13,"13,0,13,13",,
32,0,32,32,"32,0,32,32",,
4,0,4,4,"4,0,4,4",,
21,0,21,21,"21,0,21,21",,
3,1,4,2,"3,1,4,2",,
1,1,2,0,"1,1,2,0",,
0,2,2,-2,"0,2,2,-2",,
0,2,2,-2,"0,2,2,-2",,
0,2,2,-2,"0,2,2,-2",,
0,2,2,-2,"0,2,2,-2",,
0,2,2,-2,"0,2,2,-2",,
0,2,2,-2,"0,2,2,-2",,
0,2,2,-2,"0,2,2,-2",,
4,0,4,4,"4,0,4,4",,
0,3,3,-3,"0,3,3,-3",,
1,1,2,0,"1,1,2,0",,
11,2,13,9,"11,2,13,9",,
0,3,3,-3,"0,3,3,-3",,
2,3,5,-1,"2,3,5,-1",,
1,4,5,-3,"1,4,5,-3",,
1,2,3,-1,"1,2,3,-1",,
3,3,6,0,"3,3,6,0",,
1,1,2,0,"1,1,2,0",,
2,0,2,2,"2,0,2,2",,
2,4,6,-2,"2,4,6,-2",,
7,7,14,0,"7,7,14,0",,
4,4,8,0,"4,4,8,0",,
1,1,2,0,"1,1,2,0",,
4,4,8,0,"4,4,8,0",,
3,3,6,0,"3,3,6,0",,
2,2,4,0,"2,2,4,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
0,1,1,-1,"0,1,1,-1",,
46,0,46,46,"46,0,46,46",,
17,0,17,17,"17,0,17,17",,
2,3,5,-1,"2,3,5,-1",,
34,25,59,9,"34,25,59,9",,
16,3,19,13,"16,3,19,13",,
3,0,3,3,"3,0,3,3",,
4,0,4,4,"4,0,4,4",,
3,0,3,3,"3,0,3,3",,
19,0,19,19,"19,0,19,19",,
6,0,6,6,"6,0,6,6",,
0,1,1,-1,"0,1,1,-1",,
35,1,36,34,"35,1,36,34",,
1,1,2,0,"1,1,2,0",,
3,1,4,2,"3,1,4,2",,
5,0,5,5,"5,0,5,5",,
5,0,5,5,"5,0,5,5",,
6,0,6,6,"6,0,6,6",,
1,1,2,0,"1,1,2,0",,
5,0,5,5,"5,0,5,5",,
11,0,11,11,"11,0,11,11",,
5,0,5,5,"5,0,5,5",,
14,3,17,11,"14,3,17,11",,
11,1,12,10,"11,1,12,10",,
1,1,2,0,"1,1,2,0",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
11,4,15,7,"11,4,15,7",,
1,1,2,0,"1,1,2,0",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
0,6,6,-6,"0,6,6,-6",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,6,7,-5,"1,6,7,-5",,
32,0,32,32,"32,0,32,32",,
2,2,4,0,"2,2,4,0",,
6,131,137,-125,"6,131,137,-125",,
158,0,158,158,"158,0,158,158",,
2,2,4,0,"2,2,4,0",,
2,1,3,1,"2,1,3,1",,
7,0,7,7,"7,0,7,7",,
39,1,40,38,"39,1,40,38",,
2,2,4,0,"2,2,4,0",,
0,38,38,-38,"0,38,38,-38",,
6,19,25,-13,"6,19,25,-13",,
7,0,7,7,"7,0,7,7",,
41,4,45,37,"41,4,45,37",,
26,9,35,17,"26,9,35,17",,
5,9,14,-4,"5,9,14,-4",,
13,9,22,4,"13,9,22,4",,
4,1,5,3,"4,1,5,3",,
9,0,9,9,"9,0,9,9",,
2,2,4,0,"2,2,4,0",,
2,0,2,2,"2,0,2,2",,
29,0,29,29,"29,0,29,29",,
42,0,42,42,"42,0,42,42",,
147,0,147,147,"147,0,147,147",,
0,1,1,-1,"0,1,1,-1",,
195,0,195,195,"195,0,195,195",,
7,0,7,7,"7,0,7,7",,
10,2,12,8,"10,2,12,8",,
9,3,12,6,"9,3,12,6",,
75,0,75,75,"75,0,75,75",,
69,0,69,69,"69,0,69,69",,
145,0,145,145,"145,0,145,145",,
31,26,57,5,"31,26,57,5",,
9,9,18,0,"9,9,18,0",,
2,2,4,0,"2,2,4,0",,
21,121,142,-100,"21,121,142,-100",,
142,0,142,142,"142,0,142,142",,
3,0,3,3,"3,0,3,3",,
19,0,19,19,"19,0,19,19",,
32,0,32,32,"32,0,32,32",,
3,3,6,0,"3,3,6,0",,
0,1,1,-1,"0,1,1,-1",,
16,0,16,16,"16,0,16,16",,
8,7,15,1,"8,7,15,1",,
4,4,8,0,"4,4,8,0",,
8,6,14,2,"8,6,14,2",,
40,19,59,21,"40,19,59,21",,
17,2,19,15,"17,2,19,15",,
43,0,43,43,"43,0,43,43",,
2,1,3,1,"2,1,3,1",,
5,129,134,-124,"5,129,134,-124",,
2,1,3,1,"2,1,3,1",,
11,6,17,5,"11,6,17,5",,
156,0,156,156,"156,0,156,156",,
11,34,45,-23,"11,34,45,-23",,
92,60,152,32,"92,60,152,32",,
128,70,198,58,"128,70,198,58",,
106,0,106,106,"106,0,106,106",,
3,86,89,-83,"3,86,89,-83",,
2,0,2,2,"2,0,2,2",,
2,2,4,0,"2,2,4,0",,
1,2,3,-1,"1,2,3,-1",,
10,1,11,9,"10,1,11,9",,
3,1,4,2,"3,1,4,2",,
1,1,2,0,"1,1,2,0",,
0,73,73,-73,"0,73,73,-73",,
0,36,36,-36,"0,36,36,-36",,
2,1,3,1,"2,1,3,1",,
4,1,5,3,"4,1,5,3",,
2,1,3,1,"2,1,3,1",,
18,0,18,18,"18,0,18,18",,
1,1,2,0,"1,1,2,0",,
6,3,9,3,"6,3,9,3",,
4,4,8,0,"4,4,8,0",,
17,7,24,10,"17,7,24,10",,
13,6,19,7,"13,6,19,7",,
3,2,5,1,"3,2,5,1",,
13,6,19,7,"13,6,19,7",,
2,1,3,1,"2,1,3,1",,
2,2,4,0,"2,2,4,0",,
3,1,4,2,"3,1,4,2",,
26,0,26,26,"26,0,26,26",,
0,6,6,-6,"0,6,6,-6",,
6,5,11,1,"6,5,11,1",,
92,60,152,32,"92,60,152,32",,
128,70,198,58,"128,70,198,58",,
15,7,22,8,"15,7,22,8",,
23,20,43,3,"23,20,43,3",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
0,4,4,-4,"0,4,4,-4",,
0,0,0,0,"0,0,0,0",,
2,1,3,1,"2,1,3,1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
7,0,7,7,"7,0,7,7",,
1,1,2,0,"1,1,2,0",,
0,1,1,-1,"0,1,1,-1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
3,3,6,0,"3,3,6,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
12,0,12,12,"12,0,12,12",,
2,0,2,2,"2,0,2,2",,
1,0,1,1,"1,0,1,1",,
2,0,2,2,"2,0,2,2",,
2,0,2,2,"2,0,2,2",,
5,0,5,5,"5,0,5,5",,
2,0,2,2,"2,0,2,2",,
10,0,10,10,"10,0,10,10",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,0,1,1,"1,0,1,1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
0,1,1,-1,"0,1,1,-1",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
4,2,6,2,"4,2,6,2",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
2,1,3,1,"2,1,3,1",,
14,0,14,14,"14,0,14,14",,
8,0,8,8,"8,0,8,8",,
12,0,12,12,"12,0,12,12",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
4,2,6,2,"4,2,6,2",,
4,2,6,2,"4,2,6,2",,
0,1,1,-1,"0,1,1,-1",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
4,2,6,2,"4,2,6,2",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
4,2,6,2,"4,2,6,2",,
4,2,6,2,"4,2,6,2",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
3,1,4,2,"3,1,4,2",,
27,5,32,22,"27,5,32,22",,
12,11,23,1,"12,11,23,1",,
2,9,11,-7,"2,9,11,-7",,
1,15,16,-14,"1,15,16,-14",,
0,23,23,-23,"0,23,23,-23",,
0,3,3,-3,"0,3,3,-3",,
0,26,26,-26,"0,26,26,-26",,
2,0,2,2,"2,0,2,2",,
12,0,12,12,"12,0,12,12",,
24,0,24,24,"24,0,24,24",,
1,0,1,1,"1,0,1,1",,
19,0,19,19,"19,0,19,19",,
10,19,29,-9,"10,19,29,-9",,
1,15,16,-14,"1,15,16,-14",,
0,23,23,-23,"0,23,23,-23",,
0,2,2,-2,"0,2,2,-2",,
0,26,26,-26,"0,26,26,-26",,
10,0,10,10,"10,0,10,10",,
15,3,18,12,"15,3,18,12",,
8,1,9,7,"8,1,9,7",,
2,1,3,1,"2,1,3,1",,
1,1,2,0,"1,1,2,0",,
0,5,5,-5,"0,5,5,-5",,
0,3,3,-3,"0,3,3,-3",,
1,1,2,0,"1,1,2,0",,
0,5,5,-5,"0,5,5,-5",,
1,1,2,0,"1,1,2,0",,
1,1,2,0,"1,1,2,0",,
18,5,23,13,"18,5,23,13",,
9,3,12,6,"9,3,12,6",,
3,1,4,2,"3,1,4,2",,
0,2,2,-2,"0,2,2,-2",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
28,2,30,26,"28,2,30,26",,
9,0,9,9,"9,0,9,9",,
4,0,4,4,"4,0,4,4",,
45,16,61,29,"45,16,61,29",,
18,2,20,16,"18,2,20,16",,
12,0,12,12,"12,0,12,12",,
11,3,14,8,"11,3,14,8",,
9,0,9,9,"9,0,9,9",,
1,9,10,-8,"1,9,10,-8",,
0,80,80,-80,"0,80,80,-80",,
1,2,3,-1,"1,2,3,-1",,
5,1,6,4,"5,1,6,4",,
26,11,37,15,"26,11,37,15",,
8,0,8,8,"8,0,8,8",,
2,2,4,0,"2,2,4,0",,
12,0,12,12,"12,0,12,12",,
31,0,31,31,"31,0,31,31",,
14,0,14,14,"14,0,14,14",,
38,0,38,38,"38,0,38,38",,
47,0,47,47,"47,0,47,47",,
1,11,12,-10,"1,11,12,-10",,
0,24,24,-24,"0,24,24,-24",,
9,2,11,7,"9,2,11,7",,
1,1,2,0,"1,1,2,0",,
22,0,22,22,"22,0,22,22",,
46,0,46,46,"46,0,46,46",,
0,2,2,-2,"0,2,2,-2",,
5,0,5,5,"5,0,5,5",,
46,0,46,46,"46,0,46,46",,
0,12,12,-12,"0,12,12,-12",,
3,11,14,-8,"3,11,14,-8",,
12,0,12,12,"12,0,12,12",,
11,3,14,8,"11,3,14,8",,
1,1,2,0,"1,1,2,0",,
1,3,4,-2,"1,3,4,-2",,
2,1,3,1,"2,1,3,1",,
1,0,1,1,"1,0,1,1",,
1,0,1,1,"1,0,1,1",,
5,6,11,-1,"5,6,11,-1",,
49,0,49,49,"49,0,49,49",,
1,1,2,0,"1,1,2,0",,
68,2,70,66,"68,2,70,66",,
14,0,14,14,"14,0,14,14",,
3,1,4,2,"3,1,4,2",,
9,1,10,8,"9,1,10,8",,
3,0,3,3,"3,0,3,3",,
1,1,2,0,"1,1,2,0",,
4,0,4,4,"4,0,4,4",,
10,0,10,10,"10,0,10,10",,
2,1,3,1,"2,1,3,1",,
1,1,2,0,"1,1,2,0",,
9,0,9,9,"9,0,9,9",,
1,1,2,0,"1,1,2,0",,
14,14,28,0,"14,14,28,0",,
7,1,8,6,"7,1,8,6",,
28,0,28,28,"28,0,28,28",,
1,1,2,0,"1,1,2,0",,
11,1,12,10,"11,1,12,10",,
5,2,7,3,"5,2,7,3",,
2,1,3,1,"2,1,3,1",,
1,2,3,-1,"1,2,3,-1",,
0,14,14,-14,"0,14,14,-14",,
1,28,29,-27,"1,28,29,-27",,
3,4,7,-1,"3,4,7,-1",,
4,0,4,4,"4,0,4,4",,
1,1,2,0,"1,1,2,0",,
31,2,33,29,"31,2,33,29",,
30,7,37,23,"30,7,37,23",,
6,2,8,4,"6,2,8,4",,
2,1,3,1,"2,1,3,1",,
14,0,14,14,"14,0,14,14",,
28,1,29,27,"28,1,29,27",,
4,3,7,1,"4,3,7,1",,
1,1,2,0,"1,1,2,0",,
3,0,3,3,"3,0,3,3",,
82,14,96,68,"82,14,96,68",,
0,3,3,-3,"0,3,3,-3",,
0,4,4,-4,"0,4,4,-4",,
0,1,1,-1,"0,1,1,-1",,
4,0,4,4,"4,0,4,4",,
13,0,13,13,"13,0,13,13",,
39,3,42,36,"39,3,42,36",,
11,1,12,10,"11,1,12,10",,
121,0,121,121,"121,0,121,121",,
3,0,3,3,"3,0,3,3",,
1,1,2,0,"1,1,2,0",,
453,263,716,190,"453,263,716,190",,
11,4,15,7,"11,4,15,7",,
18,11,29,7,"18,11,29,7",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
14,6,20,8,"14,6,20,8",,
8,0,8,8,"8,0,8,8",,
10,2,12,8,"10,2,12,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
36,29,65,7,"36,29,65,7",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
11,4,15,7,"11,4,15,7",,
18,11,29,7,"18,11,29,7",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
1870,0,1870,1870,"1870,0,1870,1870",,
404,0,404,404,"404,0,404,404",,
429,0,429,429,"429,0,429,429",,
12,5,17,7,"12,5,17,7",,
12,5,17,7,"12,5,17,7",,
11,3,14,8,"11,3,14,8",,
8,0,8,8,"8,0,8,8",,
9,2,11,7,"9,2,11,7",,
14,12,26,2,"14,12,26,2",,
9,2,11,7,"9,2,11,7",,
9,2,11,7,"9,2,11,7",,
17,11,28,6,"17,11,28,6",,
8,0,8,8,"8,0,8,8",,
15,13,28,2,"15,13,28,2",,
18,11,29,7,"18,11,29,7",,
8,0,8,8,"8,0,8,8",,
9,2,11,7,"9,2,11,7",,
13,5,18,8,"13,5,18,8",,
9,2,11,7,"9,2,11,7",,
15,14,29,1,"15,14,29,1",,
9,1,10,8,"9,1,10,8",,
9,2,11,7,"9,2,11,7",,
13,6,19,7,"13,6,19,7",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
11,3,14,8,"11,3,14,8",,
24,21,45,3,"24,21,45,3",,
9,2,11,7,"9,2,11,7",,
16,14,30,2,"16,14,30,2",,
11,6,17,5,"11,6,17,5",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
12,4,16,8,"12,4,16,8",,
17,13,30,4,"17,13,30,4",,
15,11,26,4,"15,11,26,4",,
8,0,8,8,"8,0,8,8",,
23,21,44,2,"23,21,44,2",,
15,13,28,2,"15,13,28,2",,
9,2,11,7,"9,2,11,7",,
10,4,14,6,"10,4,14,6",,
18,15,33,3,"18,15,33,3",,
9,2,11,7,"9,2,11,7",,
16,10,26,6,"16,10,26,6",,
9,2,11,7,"9,2,11,7",,
11,6,17,5,"11,6,17,5",,
606,0,606,606,"606,0,606,606",,
404,0,404,404,"404,0,404,404",,
429,0,429,429,"429,0,429,429",,
14,6,20,8,"14,6,20,8",,
8,0,8,8,"8,0,8,8",,
14,6,20,8,"14,6,20,8",,
9,2,11,7,"9,2,11,7",,
8,0,8,8,"8,0,8,8",,
9,2,11,7,"9,2,11,7",,
12,8,20,4,"12,8,20,4",,
8,0,8,8,"8,0,8,8",,
9,2,11,7,"9,2,11,7",,
9,2,11,7,"9,2,11,7",,
9,2,11,7,"9,2,11,7",,
16,12,28,4,"16,12,28,4",,
12,6,18,6,"12,6,18,6",,
13,6,19,7,"13,6,19,7",,
12,8,20,4,"12,8,20,4",,
13,10,23,3,"13,10,23,3",,
9,2,11,7,"9,2,11,7",,
10,2,12,8,"10,2,12,8",,
13,6,19,7,"13,6,19,7",,
12,6,18,6,"12,6,18,6",,
8,0,8,8,"8,0,8,8",,
10,2,12,8,"10,2,12,8",,
18,14,32,4,"18,14,32,4",,
17,16,33,1,"17,16,33,1",,
9,2,11,7,"9,2,11,7",,
9,2,11,7,"9,2,11,7",,
9,2,11,7,"9,2,11,7",,
9,2,11,7,"9,2,11,7",,
13,10,23,3,"13,10,23,3",,
8,0,8,8,"8,0,8,8",,
15,12,27,3,"15,12,27,3",,
9,2,11,7,"9,2,11,7",,
29,32,61,-3,"29,32,61,-3",,
38,28,66,10,"38,28,66,10",,
11,6,17,5,"11,6,17,5",,
9,1,10,8,"9,1,10,8",,
10,2,12,8,"10,2,12,8",,
8,0,8,8,"8,0,8,8",,
9,2,11,7,"9,2,11,7",,
8,0,8,8,"8,0,8,8",,
12,4,16,8,"12,4,16,8",,
47,54,101,-7,"47,54,101,-7",,
79,77,156,2,"79,77,156,2",,
39,26,65,13,"39,26,65,13",,
8,0,8,8,"8,0,8,8",,
57,55,112,2,"57,55,112,2",,
14,7,21,7,"14,7,21,7",,
8,0,8,8,"8,0,8,8",,
48,61,109,-13,"48,61,109,-13",,
10,2,12,8,"10,2,12,8",,
9,2,11,7,"9,2,11,7",,
11,4,15,7,"11,4,15,7",,
9,2,11,7,"9,2,11,7",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
9,2,11,7,"9,2,11,7",,
42,35,77,7,"42,35,77,7",,
34,29,63,5,"34,29,63,5",,
9,2,11,7,"9,2,11,7",,
10,4,14,6,"10,4,14,6",,
11,4,15,7,"11,4,15,7",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
8,0,8,8,"8,0,8,8",,
10,3,13,7,"10,3,13,7",,
8,0,8,8,"8,0,8,8",,
28,10,38,18,"28,10,38,18",,
8,0,8,8,"8,0,8,8",,
9,2,11,7,"9,2,11,7",,
31,14,45,17,"31,14,45,17",,
9,1,10,8,"9,1,10,8",,
9,2,11,7,"9,2,11,7",,
14,11,25,3,"14,11,25,3",,
9,2,11,7,"9,2,11,7",,
19,18,37,1,"19,18,37,1",,
14,7,21,7,"14,7,21,7",,
10,2,12,8,"10,2,12,8",,
9,2,11,7,"9,2,11,7",,
12,8,20,4,"12,8,20,4",,
693,0,693,693,"693,0,693,693",,
678,0,678,678,"678,0,678,678",,
911,55,966,856,"911,55,966,856",,
1622,0,1622,1622,"1622,0,1622,1622",,
1677,0,1677,1677,"1677,0,1677,1677",,
582,0,582,582,"582,0,582,582",,
1604,0,1604,1604,"1604,0,1604,1604",,
36,20,56,16,"36,20,56,16",,
1549,0,1549,1549,"1549,0,1549,1549",,
47,16,63,31,"47,16,63,31",,
21,2,23,19,"21,2,23,19",,
66,83,149,-17,"66,83,149,-17",,
